Id,ActivityDate,TotalSteps,TotalDistance,Calories,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes
1653489859,2024-01-01,2990,2.8428564461058587,1546,29,5,161,587
8396682938,2024-01-02,8004,8.686342564882688,2110,15,39,224,415
8583979262,2024-01-03,2496,5.2530464368481455,1613,49,22,258,563
6207212914,2024-01-04,4758,5.181677789957141,1635,17,9,116,312
1916090688,2024-01-05,1084,1.338403062311519,1750,3,22,158,461
9979135575,2024-01-06,1968,8.510658763808927,1677,34,14,163,308
3077820921,2024-01-07,5522,2.7633059420504456,2220,43,14,279,316
6939197525,2024-01-08,1403,8.31297556763933,2225,16,35,238,327
2560654344,2024-01-09,6568,8.432265245594175,2446,47,30,161,370
1179158128,2024-01-10,1161,7.487293564048122,1812,46,10,283,391
